nama,harga,category,gambar,link_product,product_type,color_and_material,size
APTITLIG,99900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/770/1377028_PE960689_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/965/0896501_PE609823_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/aptitlig-art-40233427,talenan, bambu, 24x15 cm
IKEA 365+ HJÄLTE,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/382/0038277_PE267931_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/944/0894488_PE610116_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/ikea-365-hjalte-art-90163323,penghancur kentang, baja tahan karat/hitam,
TIGERBARB,149000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/963/1196322_PE902919_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/963/1196318_PE902918_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/tigerbarb-art-40559581,pisau, abu-abu toska, set isi 3
FINFÖRDELA,39900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/991/1199194_PE904414_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/731/1173130_PE893818_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/finfordela-art-20559681,talenan lentur, hijau/hijau terang, 28x36 cm
IDEALISK,79900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/504/1350464_PE951678_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/715/1271517_PE929479_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/idealisk-art-30579382,sudip peniris, baja tahan karat,
GRILLTIDER,49900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/611/1061161_PH177429_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/850/0685040_PE721321_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/grilltider-art-40444608,botol pencet, plastik/transparan, 330 ml
DIREKT,149000,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/117/0711739_PE728428_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/942/0894232_PE610128_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/direkt-art-60295400,perkakas dapur, hitam/baja tahan karat, set isi 3
BRÖGGAN,149000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/904/1290463_PH196754_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/358/1235862_PE917382_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/broggan-art-90570703,talenan, akasia, 58x16 cm
BERGTUNGA,69900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/731/1173126_PE893812_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/731/1173125_PE893813_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/bergtunga-art-60556906,talenan, biru tua/merah, set isi 2
SKOGSTA,99900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/654/0365488_PE548255_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/841/0384199_PE557516_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/skogsta-art-10305500,talenan, akasia, 35x20 cm
VÖRDA,199000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/719/0171930_PE286319_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710379_PE727507_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/vorda-art-00289237,pisau masak, hitam, 20 cm
IKEA 365+,199000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/338/0333876_PE523339_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710382_PE727510_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/ikea-365-art-50283520,pisau kupas, baja tahan karat, 9 cm
VARDAGEN,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/945/0894556_PE608306_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713045_PE729224_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/vardagen-art-40309827,pengocok telur,,
IKEA 365+ HJÄLTE,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/322/0032266_PE257741_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/946/0894611_PE610146_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/ikea-365-hjalte-art-50161585,saringan gorengan, baja tahan karat/hitam,
RÖRT,29900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/565/0956512_PE804696_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/565/0956514_PE804697_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/rort-art-90496421,spatula untuk wajan, kayu beech,
APTITLIG,119000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/963/1196323_PE902925_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/963/1196326_PE902926_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/aptitlig-art-20557248,talenan, bambu, 31x15 cm
UPPFYLLD,49900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/521/1152183_PE885176_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/521/1152198_PE885188_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-70528692,pemerah lemon, kuning cerah/hijau terang, 15 cm
UPPFYLLD,69900,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/099/1109910_PE870276_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/099/1109909_PE870293_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/uppfylld-art-10521943,pisau kupas, warna campuran, set isi 3
GRILLTIDER,249000,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/646/1164647_PE890629_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/646/1164643_PE890625_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/grilltider-art-30564724,set 3 unit alat barbeku, baja tahan karat/kayu beech,
UPPFYLLD,79900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/218/1121894_PE874399_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/218/1121891_PE874402_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-20529383,alat pelunak, hijau/kuning cerah, set isi 2
FINMAT,149000,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/726/1172647_PE893414_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/726/1172646_PE893415_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/finmat-art-90555199,spatula , baja tahan karat, 33 cm
SLITSTARK,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/899/1089919_PE861747_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/899/1089916_PE861746_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/slitstark-art-50531167,penyaring, baja tahan karat/kayu walnut,
GRILLTIDER,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/646/1164649_PE890631_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/646/1164653_PE890622_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/grilltider-art-40564728,pembalik hamburger, baja tahan karat/kayu beech, 30 cm
UPPFYLLD,49900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/568/1156886_PE887317_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/248/1124806_PE875262_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-20529378,pemotong sayuran, kuning cerah/oranye terang, set isi 2
IKEA 365+ VÄRDEFULL,99900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/470/0247023_PE385977_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713048_PE729227_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/ikea-365-vardefull-art-80163408,pemukul daging, hitam,
IKEA 365+ HJÄLTE,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/943/0894386_PE610133_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713047_PE729226_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/ikea-365-hjalte-art-10161592,sendok sup, baja tahan karat/hitam,
UPPFYLLD,49900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/608/1160886_PE889158_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/608/1160888_PE889160_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-60533241,cetakan es loli, toska/kuning,
VARDAGEN,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/001/1300136_PE936973_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/001/1300139_PE936974_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/vardagen-art-80581504,saringan mi, baja tahan karat/kayu beech, 30 cm
VARDAGEN,199000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710386_PE727514_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/968/0396883_PE574972_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/vardagen-art-00294719,pisau sayur, abu-abu tua, 16 cm
IKEA 365+ HJÄLTE,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713020_PE729199_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/952/0895222_PE610144_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/ikea-365-hjalte-art-80161640,sudip, baja tahan karat/hitam, 33 cm
IDEALISK,69900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/715/1271512_PE929475_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/504/1350475_PE951681_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/idealisk-art-70573321,capitan masak, baja tahan karat,
BLANDSALLAD,129000,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/920/0992064_PE819785_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/920/0992065_PE819788_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/blandsallad-art-80515533,talenan, bambu,
VARDAGEN,249000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/968/0396869_PE574974_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710384_PE727512_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/vardagen-art-20294723,pisau masak, abu-abu tua, 20 cm
RÖRT,29900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713085_PE729237_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/944/0894427_PE610126_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/rort-art-30278459,sendok, kayu beech,
FULLÄNDAD,19900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/129/0712968_PE729195_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/945/0894576_PE708340_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/fullandad-art-60392986,sudip, abu-abu, 32 cm
IDEALISK,49900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/715/1271529_PE929482_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/504/1350479_PE951688_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/idealisk-art-50579376,penjepit masak, baja tahan karat,
IKEA 365+,99900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/397/0739772_PE741878_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/397/0739774_PE741877_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/ikea-365-art-40422319,parutan, hitam,
SMÅBIT,129000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/148/1214866_PE911768_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/148/1214868_PE911766_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/smabit-art-30557097,set 2 bilah pisau, toska muda/merah terang,
IKEA 365+ HJÄLTE,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713050_PE729229_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/942/0894243_PE610106_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/ikea-365-hjalte-art-20161582,capitan masak, baja tahan karat/hitam,
FINMAT,169000,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/726/1172636_PE893411_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/726/1172635_PE893412_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/finmat-art-60555191,sendok sup, baja tahan karat, 31 cm
VARDAGEN,149000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/968/0396876_PE574973_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710380_PE727508_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/vardagen-art-40294717,pisau kupas, abu-abu tua, 9 cm
VÖRDA,199000,"{' Alat masak ', 'Showroom ', ' Pisau ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/103/0710371_PE727523_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/576/0957662_PE805088_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/pisau/vorda-art-80289163,pisau cincang, hitam, 18 cm
UPPFYLLD,49900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/099/1109905_PE870279_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/099/1109906_PE870280_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-50521936,parutan genggam, putih pudar,
GRILLTIDER,149000,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/815/1081587_PE858410_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/815/1081585_PE858416_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/grilltider-art-70564722,set 3 unit alat barbeku, baja tahan karat,
HALVTOM,69900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/768/1276841_PH192273_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/609/1160954_PE889215_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/halvtom-art-80523463,botol dengan cerat tuang, kaca/cokelat, 19 cm
UPPFYLLD,79900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/567/1156762_PE887247_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/248/1124811_PE875267_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-40529400,pembuka botol, putih pudar/oranye terang, 21 cm
BESINNING,79900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/974/0997432_PE822671_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/979/0997980_PE822899_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/besinning-art-10494794,sudip, silikon,
UPPFYLLD,49900,"{' Alat masak ', 'Showroom ', ' Talenan ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/158/1015870_PE842370_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/568/1156865_PE887300_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/talenan/uppfylld-art-90515165,mangkuk persiapan, warna campuran, 18 cm
FULLÄNDAD,19900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/944/0894449_PE708336_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/129/0712962_PE729239_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/fullandad-art-90393084,capitan masak, abu-abu,
GRILLTIDER,69900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/646/1164642_PE890624_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/646/1164638_PE890621_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/grilltider-art-50564718,Sikat panggangan barbeku, baja tahan karat/kayu beech, 42 cm
UPPFYLLD,19900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/218/1121867_PE874386_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/567/1156700_PE887207_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-60521931,corong, kuning cerah, 11.5 cm
UPPFYLLD,19900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/099/1109927_PE870292_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/099/1109926_PE870291_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-00521953,pengupas kentang, hijau,
UPPFYLLD,19900,"{' Alat masak ', ' Peralatan dapur', 'Showroom ', ' Perkakas dapur '}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/568/1156856_PE887291_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/099/1109918_PE870289_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perkakas-dapur/uppfylld-art-40521965,pengupas, hijau terang,
RÖRT,29900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/945/0894548_PE610140_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/130/0713087_PE729189_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/rort-art-60278467,sendok, bulat/kayu beech,
VARDAGEN,99900,"{' Alat masak ', ' Perlengkapan memasak ', 'Showroom ', ' Peralatan dapur'}","{'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/002/1300269_PE937068_S3.webp', 'https://d2xjmi1k71iy2m.cloudfront.net/dairyfarm/id/images/002/1300266_PE937071_S3.webp'}",https://www.ikea.co.id/in/produk/peralatan-dapur/perlengkapan-memasak/vardagen-art-50581478,spatula untuk wajan, baja tahan karat/kayu beech, 36 cm
